content,score,,,,,,
𝘒𝘦𝘯𝘱𝘢 𝘥𝘪 𝘴𝘢𝘺𝘢 𝘨𝘢 𝘢𝘥𝘢 𝘧𝘪𝘵𝘶𝘳 𝘭𝘪𝘬𝘦 𝘴𝘵𝘰𝘳𝘺 𝘱𝘥𝘩𝘢𝘭 𝘨𝘢 𝘵𝘦𝘭𝘢𝘵 𝘶𝘱𝘥𝘢𝘵𝘦,4,,,,,,
tak wei 3 ndesek tolong di perbaiki keamanannya dan di perbanyak piturnya,1,,,,,,
Bagus,1,,,,,,
Mantap,5,,,,,,
Syah suka sekali tapi sayah tidak bisa. Caranya,3,,,,,,
Kamera burik co,5,,,,,,
Lemot,2,,,,,,
WhatsApp sangat bagus,5,,,,,,
Agak lemot skrg,4,,,,,,
Knp sy hrus unduh WA asli? Pdhl sy unduh WA resmi dr play store,2,,,,,,
ini gimana ya aku uda update berkali kali kok ttp ga ada tnda love story nya,5,,,,,,
"Sekarang WhatsApp bukan makin bagus malah makin jelek gara"" fitur saluran yang jadi sarang judi online, dan makin jeleknya lagi rekomendasi saluran yg keluar kebanyakan saluran judol. Plis kalau ga bisa berantas tuu judol minimal jangan di keluarin ke permukaan",1,,,,,,
fiturnya sih udah bagus tapi kok di saya gak ada fitur foto sekali lihat ya? tolong dibantu🙏,5,,,,,,
bagus skali ini mh aku donlott ya hm hm hm hm hahahajahahahhahaha,5,,,,,,
Berguna sekali,5,,,,,,
Knpa wa klo di tlp suka memanggil pdhl ga tlpnn sma siapa loh knpa jdi bgni wa🥹,2,,,,,,
Mantap,5,,,,,,
"Parah, orang ga ngirim aneh aneh langsung di blok akun whatsAppnya 🤦‍♂️🤦‍♂️ konyol emang",1,,,,,,
Bagus membantu,5,,,,,,
Ga bisa buka wa...padahal download langsung di play store...,5,,,,,,
Tambahkan fitur yang baru dong!!!!!,5,,,,,,
Simpel praktis dan sangat membatu,5,,,,,,
"MIIINNN SAYA GA SENGAJA MINDAHIN JABATAN OWNER KOMUNITAS KE NOMOR W WA NYA VERSI LAMA, BISA JADIIN GW OWNER LAGI MIN? klo mau link komunitas nya email aja min",5,,,,,,
knp setiap di downlod susah bangett tolong diperbaiki lagi aplikasi ny,3,,,,,,
Aplikasi yang sangat bagus dan mudah penggunaan dan akurat dalam penyimpanan data terima kasih,5,,,,,,
Semakin di update semakin jelek,1,,,,,,
"Apk tolol gua ga ngelanggar komunitas malah kena blok,baru juga daptarin wa kartu baru udah kena tinjau kena sangsi spam,nungguin Ampe pagi,pas udah pagi nge daptarin lagi eh 2 menit kemudian kena blok lagi tolol",1,,,,,,
Aduh,5,,,,,,
Bagus,5,,,,,,
"Ga bisa dibuka w a saya,",1,,,,,,
APALAAA APK APAAN GABISAAA KIRIMM MELEBIHII 50MB😡😡😡,1,,,,,,
Sangat membantu dalam berkomunikasi lop u WhatsApp messenger 😘😘🤣🤣,5,,,,,,
Kasih 4 bintang dulu,3,,,,,,
hapus aja fitur sekali liat min kan jdi sayang dapet pap gemoy cuma diliat sekali liat bngkeee😲😲😋😎,3,,,,,,
Sering kadaluarsa,1,,,,,,
Top,5,,,,,,
WhatsAppMessenger,1,,,,,,
kenapa wa aku tidabisa di,1,,,,,,
Berfrenstipasih,5,,,,,,
Kurang dingin sheesh 😎,5,,,,,,
WA gua knp gak resmi cok,2,,,,,,
Emang paling debes deh aplikasi ini😘💪,1,,,,,,
Sangat bagus,5,,,,,,
Update wajib kembali... lebih baik y pelayanan y 👍👍👍👍,4,,,,,,
Aplikasi bodoh tiba² kontak ke reset dengan sendirinya harus di save ulang nomor yg udh disave.gajelas,1,,,,,,
"jelek, padahal penting, emang asu",1,,,,,,
Jam story wa tidak beraturan !! Payah,1,,,,,,
"bintang satu , buat fitur skli liat",1,,,,,,
napa gk bisa istal aplikasi,1,,,,,,
Bagus,5,,,,,,
MASA CUMA BUAT GRUP WA KE BLOKIR APLIKASI BURUK,1,,,,,,
"Halo, apakah bisa ditambahkan fitur untuk update otomatis ketika kita sedang mengisi list di suatu grub, agar memudahkan dalam mengisi list dan tidak bertabrakan dengan yg lain.",5,,,,,,
Fio,5,,,,,,
nice,5,,,,,,
"Mengapa whatsap saya selalu kirim pesan ke nomer baru yg gk saya kenal, padahal bukan saya yg mengirim pesan, tolong perkuat kuamanan dalam aplikasi whatsap, biar supaya terjaga akun dan pesan pribadi.",2,,,,,,
susah mssuk,5,,,,,,
"Tolong bantu maslah karena spam, nomor saya tetep wa,",5,,,,,,
Baik,5,,,,,,
Bisnis,4,,,,,,
sangat bagus dan membantu tali persejahteraan makin eratt!! 😰,5,,,,,,
Sangat bermanfaat dan membantu,5,,,,,,
ok,5,,,,,,
Bagus,5,,,,,,
"Tolong d maksimal kn LG terkait spam² ga jelas,,",1,,,,,,
Aplikasi ini sangat bagus sekali,5,,,,,,
Lumayan,3,,,,,,
Update'an yg sekarang jelek untuk statusnya,1,,,,,,
"aplikasi nya bagus bgt,apalgi pas udh di update jadi makin bguss mantap deh whatsapl!👍",5,,,,,,
Iy,3,,,,,,
Baik,5,,,,,,
"Knp udh d update abis vc bareng² trs g bsa buat tlvn n vc lg, sllu saja panggilan gagal trs, blm lg yg story acak2an 😡😡😡",1,,,,,,
apsi pas dolod ulg login bug mulu apaan dahh gjls,1,,,,,,
Kenapa gk bis login wa,5,,,,,,
sangat baik,1,,,,,,
Ayolah,5,,,,,,
Melto kabnani,1,,,,,,
Mantap,5,,,,,,
Apl YG Di pakai Tiap Hari,5,,,,,,
"INI YG NYIPTAIN WA KE ANJIRR SUMPAH ASLII LU YG NYIPTAIN WA ANJIRR BANGET, ILANGIN GA SISTEM MUDAH BAN LU ITU ARGHHHH GW DIEM AJ KE BAN APLGI KLO GW NGE FILE EEK LU YG NYIPTAIN WA AM INI PLISSSS SEMAKIN LU UPDATE MAKIN GA GUNA WA ANJIRRRR PINDAH AJA LAH GUA KE GB DRI PDA LU ORI TPI BAPERAN SOK NYIPTAIN SISTEM MUDAH BAN, BAN MANEN GW NANGIS SIH LU HRS TANGGUNG JAWAB, BALIKIN WA DULU GA? NAJISS YG NYIPTAIN WA AM YG MEMPERBARUI WA, IDE SAPA INI ANJIRRR IDE SAPA? NAJISSS YG PNYA IDE BEGINI SUMPAH",1,,,,,,
ujang Rian,5,,,,,,
min ko ga ad cwe yng cht yaa,2,,,,,,
Knap skarg bnyak makan memori gde banget ya,1,,,,,,
Bagus aku suka bangget aplikasi nya,5,,,,,,
sangat bagus dan bermanfaat sekali,5,,,,,,
Cukup baik cat baguss,5,,,,,,
Neisya,3,,,,,,
Kenapa wa selalu di perbarui knpa aplut foto dll sekarang susah,5,,,,,,
Ohejisokhi laia pasrah laia,5,,,,,,
Karena semua bisa kunci chat aku gak bisa soalnya aku kasih bintang satu,1,,,,,,
Mmek lodinggg,5,,,,,,
Plisssssss kenapaaasihhh admin whatsapp sering blokirrr akun whatsappkuu kesel banged!!!!!!!!!!!!!!!!!!,1,,,,,,
Ok,5,,,,,,
Bagus banget💋💋💋💋😭😭💗,5,,,,,,
Ok update,5,,,,,,
Bagus sekali,5,,,,,,
"Bagus , orang indonesia pake sumuanya",5,,,,,,
Bagus,5,,,,,,
Aplikasi ini sangat jelek.................................................................................................................................................................................................................................................................................................................................................................................................................................................................................tapi boong,5,,,,,,
Bagus,5,,,,,,
Bagus aj,5,,,,,,
Herlinawatiysilsrh kontak medan percut kecamatan deli serdang sentis ds cinta rakyat dsn 3.,5,,,,,,
Mantap jiwa,5,,,,,,
ora bisa like sw ka bintang 1 lah,1,,,,,,
Tidak ada fitur like story kalo ada gua kasih bintang 5,1,,,,,,
"kenapa wa kadang suka eror ya,masa chatan saya ilang semua udah dua kali begini tolong di perbaiki yaa,kan takutnya ada chat yang penting masa iya gara' wa eror chat ilang semua",3,,,,,,
Tolong dong dari pihak WhatsApp cara masuk WhatsApp menggunakan kata sandi saja banyak permasalah kami sebagai pengguna ingin masuk ke nomor lama kami yang sudah tidak aktif tolong dong guna kan kata sandi saja,1,,,,,,
"Saya tidak bisa masuk,katanya whatsapp tidak resmi. Apa yang harus saya lakukan?",5,,,,,,
Kenapa susah sekali mau update padahal sinyal dan wifi lancar tapi mau update aja susah😏,5,,,,,,
Sangat bagus,5,,,,,,
Rizaldi marah marah digrup,1,,,,,,
baguss,5,,,,,,
Mntap,5,,,,,,
Bisnis,4,,,,,,
Setiap update WA selalu memberikan fitur2 yg kereen. Trimakasih,5,,,,,,
Tolong wa jangan gampang ke bened gue nih lagi butuh duit cokk kalo gue lagi nambahin kontak itu jgan di bened cokk,1,,,,,,
"tolong dong min,saya mau verifikasi no lama saya tapi kok di wa nya terdeteksi apk tidak resmi padahal saya udh download dari play store nya langsung",1,,,,,,
Mantep,5,,,,,,
Saya udaaaa apdet tapi Masi kayak dulu,1,,,,,,
Ok,4,,,,,,
Mohon di perbaiki fitur saluran karna banyak judol. Jangan sampai kemungkinan terburuk adalah WhatsApp akan di tutup,1,,,,,,
bagus,5,,,,,,
Aku WhatsApp saya ingin pulih kembali butuh komunikasi,5,,,,,,
Pp⁰lòplò,5,,,,,,
Sangat baik,5,,,,,,
Mantap,5,,,,,,
Aplikasi ini sangat bagus,5,,,,,,
diwa aku kok ga ada fitur like?,3,,,,,,
Knp wa slalu kena spammm,1,,,,,,
Baguss,5,,,,,,
Jangan lupa pasang whatsapp messenger ya teman teman dimana pun kita selalu berjauhan tpi trasa dekat slalu disini. 👍,5,,,,,,
Bagus,5,,,,,,
Mantap,5,,,,,,
saya sangat kcewa knapa akun saya sering spam. padahal saya tidak pernah melakukan spam. saya kcewa banget. bila mana saya mlakukan spam maka tolong beri tahu saya dimna letak ksalhan saya.,1,,,,,,
Bagus,5,,,,,,
top,5,,,,,,
Mantap sekali 🤣,5,,,,,,
Sangat lancar dalam berkomunikasi,5,,,,,,
Mohon aplikasi untuk mengambil tangkapan layar,5,,,,,,
kocak saya udah 2 kali kartu terus di spam/whatsapp tidak resmi padahal ga aneh aneh,1,,,,,,
"Makin di update makin jelek ajh tampilan nya makin gak nyaman ajh di liat nya. Tolong lah kembaliin tampilan wa kaya dulu lagi ajh, sama hilangin ajh saluran itu nya gak berguna juga",2,,,,,,
Sangat bagus,5,,,,,,
"Lumayan bagus, cma pas post trory jadi jelek padahal asli nya bgs tapi mlh jdi agak burem udh nyoba pake HD tapi tetep sama aja",3,,,,,,
lopw you🗿,4,,,,,,
Pke,4,,,,,,
kenapa punyaku ga muncul fitur like story WhatsApp padahal sudah di update,1,,,,,,
Suaranya knpa tidak ada pas menerima panggilan col ada.walupun saya kasih bintang5..TPI merasa dikecewan.,5,,,,,,
Ada updetan ngaco no wa gua di blokir padahal ga pernah macem² pake wa nyepam kaga tiba tiba kebelokir gabisa pake wa lagi dasar aneh lu😤,1,,,,,,
Bagussss,5,,,,,,
@holidincom,5,,,,,,
Kenapa pitur menyembunyikan jadi gak ada,1,,,,,,
Baguss,5,,,,,,
Bagus,5,,,,,,
Ok,4,,,,,,
bagus,5,,,,,,
KERJA BAGUS WHATSAPP 👍🙏,5,,,,,,
aplikasi makin Aneh Rusak,1,,,,,,
baguss,5,,,,,,
Bagus,5,,,,,,
"Sekarang app ini mulai gak bisa di gunakan, apalagi saat unduh filenya bisa sekitar 1 jam, padahal semua koneksi internet bagus, masih kalah dengan Telegram yang begitu cepat prosesnya",1,,,,,,
maaf untuk sekarang jadi banyak bug min,1,,,,,,
Akun saya kenpa di blokir Masalah ya apa ini,1,,,,,,
Kenapa WhatsApp saya kok nggak bisa,5,,,,,,
Ok,5,,,,,,
Setelah saya membuka wasap ternyata keren,5,,,,,,
wa ku bisa tiba tiba keriset itu bug atau apa tetapi itu sangat merugikan aku :) aku kehilangan banyak kenangan disana karena pesannya semua ilang seperti WhatsApp baru download padahal aku tidak hapus data atau unistal sangat kecewa,1,,,,,,
Cerita mu marak ngaceng aku dadi sedih,4,,,,,,
Mantap,5,,,,,,
knp kl ngepost foto/vid di story jdi burem ya? mintol di perbaiki yawwww kl bisaa😍,4,,,,,,
WA gua ko udah gua apdet ko sama aja,2,,,,,,
gas tros wa,5,,,,,,
"ᴍᴀᴀғ ʏᴀ ɪɴɪ ᴡʜᴀᴛsᴀᴘᴘ ᴋᴏ ᴜᴅᴀʜ sᴀʏᴀ ᴜᴘᴅᴀᴛᴇ ᴛᴀᴘɪ ɢᴀ ᴀᴅᴀ ғɪᴛᴜʀ ʟɪᴋᴇ ɴʏᴀ ʏᴀ? ᴛʀᴜs sᴀʏᴀ ᴄᴏʙᴀ ᴜɴɪɴsᴛᴀʟ ʟᴀɢɪ ᴋᴏᴋ ᴍᴀʟᴀʜ ᴍᴜᴛᴇʀ"" ᴛʀᴜs... ᴍᴏʜᴏɴ ᴅɪ ᴘᴇʀʙᴀɪᴋɪ ʏᴀ",1,,,,,,
Sudah diupdate ke versi terbaru tapi kenapa tampilan masih belum ada perubahan.,5,,,,,,
Bagus,5,,,,,,
Ok,5,,,,,,
"kadang"" ngelek klau ada tlfon klau WA ngk di bukak bisa",3,,,,,,
knp wa ini slalu mau di update ya padahal minggu kemaren yang dowlod,4,,,,,,
Bagus,4,,,,,,
Maaf yaaa nilai nya rendah karena..... Begitulahh maafya 💕💅,3,,,,,,
butuh updet untuk video call nya biar nggak mirror ngebantu bangettt untuk yang wajahnya nggak simetris,4,,,,,,
Bagus😍,5,,,,,,
Oke,5,,,,,,
"Tidak mendapatkan kode OTP yang seharusnya dikirim via sms atau panggilan telepon. Padahal nonor aktif dan ada di satu hp. Diulang2 beberapa jam, tetap tidak ada kode OTP yang masuk.",3,,,,,,
Gak ada like story,5,,,,,,
Tidak berbunyi,1,,,,,,
Masya Allah banget Sekarang aplikasi WhatsApp messenger terbaru,5,,,,,,
mbno9ij v m,4,,,,,,
Kembalikan whatsapp seperti dulu..masa pembaharuan dari teman jam nya ngacak? Harusnya yg terbaru yg paling atas kaya dulu..ini yg paling atas yg sering chat aja kayanya yaa...balikiin woooyy...tar kalo udah balik kaya dulu ganti bintang 5.,1,,,,,,
Keren,5,,,,,,
Tolong update kalo pake kamera WhatsApp fotonya selalu tidak tersimpan di galeri,3,,,,,,
Saya ga bisa masuk wa,1,,,,,,
Whtshap terbaru skrg biking pusing ..kontak nama gak muncul & no wa gak bisa ke save ...haduhh..history apalagi ..tambah ruwet n susah whatshap terbaru...😩😩😩🤦🤦🤦,1,,,,,,
Luar biasa,5,,,,,,
Bagus,5,,,,,,
The best,5,,,,,,
Nugi,5,,,,,,
Keren banget bisa berhubungan dengan saudara yang jauh,5,,,,,,
Bagus,3,,,,,,
Good,5,,,,,,
"SAYA MOHON agar story wa saya ada fitur like nya,saya sudah memakai WhatsApp yang terbaru",5,,,,,,
Ok banget,5,,,,,,
Coba dulu 2 bintang,2,,,,,,
Pekerjakeras,1,,,,,,
Mantap,4,,,,,,
"makasih, karena udah ada emot pijat😁",5,,,,,,
Sangat bagus,5,,,,,,
Aplikasi nya bagus tapi gak bisa di upadete,5,,,,,,
Bagus,5,,,,,,
Mantap lah,5,,,,,,
status wa nya jadiin lebih hd dong,3,,,,,,
gak ada yg ngechat,1,,,,,,
Sangat berguna,5,,,,,,
Ok,5,,,,,,
👍👍💔💘,5,,,,,,
Ko mau masuk minta verifikasi watsap resmi terus pAdahal ini udah di unduh,5,,,,,,
gabisa di bukaa,3,,,,,,
Slalu nyman,5,,,,,,
"setelah update WhatsApp yang terbaru ini, saya sangat kecewa dengan aplikasi ini yang selalu blokir akun WhatsApp saya yang padahal saya tidak melakukan aktivitas atau kegiatan apapun yang mencurigakan didalam WhatsApp tersebut, selain mengunduh WhatsApp untuk komunikasi, saya juga menggunakan WhatsApp untuk bekerja, namun WhatsApp kali ini selalu blokir nomor saya hingga 4 nomor penting saya diblokir WhatsApp sehingga pekerjaan saya menjadi sangat terganggu dengan ini, saya sangat kecewa sekali",1,,,,,,
Bagud,5,,,,,,
Kayak babi kau,5,,,,,,
Aku Memberi Bintang Satu Karena Akun WhatsApp Saya Di Blokir Oleh Pihak WhatsApp!!!!!!,1,,,,,,
"Good,good",5,,,,,,
Aidil,5,,,,,,
Mantap,5,,,,,,
mls bgt yach. . .ak blm bisa update wa. so so nyebelin humpp,3,,,,,,
Cuman vbages doang si,5,,,,,,
"Tolong bantu apl ini untuk anroid 6,8,9,10",4,,,,,,
Sangat bagusssssssss,5,,,,,,
Mantaf,5,,,,,,
Winda Datu kayang,5,,,,,,
Mantap,5,,,,,,
Ntapppp,5,,,,,,
Kenapa nomor saya di blokir,1,,,,,,
"masa wa ku udah tak update sw nya masih gk ada like²nya trs pdhal kemarin udah tak update masa dipake tlpn gk bisa,pas ngangkat malah tulisan e menghubungkan",3,,,,,,
Tolong saya mau pakai apk ini,5,,,,,,
Jgn persulit saya memakai whatsapp dong,5,,,,,,
masya allah tabarakallah maulid nbi hri ni wa,5,,,,,,
buriq,1,,,,,,
"saya kasih rating 1 karena akun saya tiba tiba kena download resmi,padahal akun saya tidak ada apa apa",1,,,,,,
sangat membatu dalam hal komunikasi,5,,,,,,
👍👍👍♥️🤲,5,,,,,,
Serba guna si,5,,,,,,
😁😁👍,5,,,,,,
kapan fitur like WhatsApp ada suda versi 14,5,,,,,,
"whatsapp gajelas tolong kembalikan fitur whatsapp yang dulu melihat story ga jelas acak acakan banget, satu hal yang saya tanyain kenapa ketika keluarga saya membuat grup tibatiba grup tidak tersedia?, mengapa hal itu terjadi gajelas banget fitur gaje sekarang makin ancur tolong di perbaiki dari pihak whatsapp",1,,,,,,
"Nyesel gw update versi terbaru, setelah update akun yg di perangkat lain malah ke close & susah buat tautkan nya lagi!!",1,,,,,,
apkny bgs,4,,,,,,
Mantap 👍🏻,5,,,,,,
enak,5,,,,,,
good mantaaappp,5,,,,,,
"Banyak bug,tidak bisa menyimpan kontak di wa dan nama kontak nya berubah menjadi no telepon tolong di perbaiki lagi",1,,,,,,
Sangat membantu,5,,,,,,
Wa saya tidak bisa terbuka,4,,,,,,
Wa saya tidak bsa di buka knp ya bosku.. tiba tiba di blokir Tampa sya tau,4,,,,,,
Okeh,5,,,,,,
AplikAsiny lumayan baguz,4,,,,,,
Bug virtex ppk,1,,,,,,
Saya sangat mengjuka iya,5,,,,,,
gatau,5,,,,,,
Mantap,5,,,,,,
Tidak ada like setatus,1,,,,,,
@sangat bagus,4,,,,,,
tolong siapa yang menciptakan aplikasi wa segera di hapus krna semua TDK seperti dulu sekarang malah Tamba susah HBS di download di suruh apdet pas di apdet buka aplikasi wa di suruh lagi apdet,1,,,,,,
BAGUUSS,5,,,,,,
Mantap,5,,,,,,
Bagus,5,,,,,,
saya tidak masuk wa kenapa ya,5,,,,,,
Saat mengunggah story di wa ga pernah bisa HD. Walaupun sudah di seting dengan kualitas hd,3,,,,,,
Ok,5,,,,,,
akun saya sering terblokir tanpa alasan,3,,,,,,
ang ang ang ang ang ang ang a,5,,,,,,
perlu tambahin fitur ngembaliin pesan yang udah di hapus min biar ga penasaran sama pesan yang udah di hapus,5,,,,,,
Saya suka wasap nya lebih menarik,5,,,,,,
Trimakasih menyampaikan pesan dengan mudah jika tilp dimatikan,5,,,,,,
Sangat bagus hanya saja jika di update memorinya besar banget,4,,,,,,
Oke,4,,,,,,
Uhuyy,5,,,,,,
Wa ku eror a mhn di bantu y Koq tiba2 nda bisa di pake Koq lg lg nfa bisa y Ad ap dg wa ini Koq wa trus eror y ad ap kah,1,,,,,,
Sagat maju..dan berkualitas yag terbaik.,5,,,,,,
Ako inggin cepat berkembang di tik tok,4,,,,,,
Kontol lu pro Ama zionis,1,,,,,,
Sangat bahagia the,5,,,,,,
WhatsApp in sangat membantu,5,,,,,,
goot,5,,,,,,
"Sekarang WhatsApp makin banyak fitur ya, setelah di update. tetapi saya mengira WhatsApp akan lebih bagus, tetapi kenapa saya mengalami bug seperti stiker dari sumber app lain misalnya nya sticker iy ya, nah kan ada logo di bawah ya gambar app sticker iy nya tetapi kenapa pas saya pencet itu tidak bisa, seperti Tidak terjadi apa apa. Kan biasanya kalau di pencet stickers favorit itu bisa kan muncul semua stiker nya tetapi ini tidak, saya sudah pencet beberapa kali tetap tidak bisa muncul.difixya",4,,,,,,
Aku,1,,,,,,
Ini kenapa like whatsApp nya ga muncul padhl dah di update,3,,,,,,
Whatshaap memang oc,5,,,,,,
"Kembalikan status whatsapp bulat seperti dulu lagi,tampilan status yg baru tidak sebagus dulu.",2,,,,,,
Sangat bagus,5,,,,,,
Balikin lagi fitur sedang dalam panggilan lainn!!!!!!!!! Bukannya cuma memanggil,2,,,,,,
Tanggal desember 200 15 sampey 29,5,,,,,,
kenapa semua cwek yng gw chat gk ada yng balesss pasti aplikasinya rusak,1,,,,,,
"Tolong dari pihak WA perbaiki LG,soalnya keamanan nya gak bener.saya di spam berkali kali padahal saya tidak melakukan apa-apa. Padahal aplikasi wa berguna banget buat saya yang seorang pelajar dari pada menggunakan google classroom",1,,,,,,
Good,5,,,,,,
Bagus cepat dan,5,,,,,,
Bagus,5,,,,,,
y gdi,5,,,,,,
Error,5,,,,,,
Kenapa gk bisa login si harus tunggu 5 menit tapi tetep aja gk bisa,5,,,,,,
Untuk chart dengan orang jauh,5,,,,,,
Sangat tidak bagus,1,,,,,,
Katanya wa bisa like KY ig.tp kok wa ku ga bisa padahal udh di update,3,,,,,,
Bagus sekali membantu komunikasi antar negara pokoknya buat aplikasi whatsap the best,5,,,,,,
"Cuma mau bilang, Gausah di update lagi anjingggg makin jelek asuuu tolol developer tolollll aplikasi rusak babii kauu",5,,,,,,
Wahsap bagus bangt,5,,,,,,
Kenapa whatsapp saya sering siapa orang,5,,,,,,
udah update tapi tetep gbisa ngelike👎🏻👎🏻,1,,,,,,
bosok,1,,,,,,
WA nya sangat bagus,5,,,,,,
"Aplikasi rusak atau bagaimana saya kasih bintang 2,karena banyak cewe yg tidak balas chat saya",2,,,,,,
kenapa ya setelah update notif panggilan wa saya tidak muncul ke layar,4,,,,,,
Ini wa apalah nomor ilang² terus padahal udah disave... Masa harus save ulang sehari sekali si Malesin bangett,1,,,,,,
Sangat best,5,,,,,,
Bagus bgt lho,5,,,,,,
Menjangkau dan sangat membantu Harapan washap bisa berfungsi dg baik,4,,,,,,
"G jelas lama"",,,bukan nya lebih baik lagi malah kacau. Ini status knp jadi kotak 😭😭",2,,,,,,
Ges bisa di pakai aplikasi nya,4,,,,,,
ga jelas gua baru juga mau ngechat sama temen malah ke ban karena kebanyakan spam apk macam apa ini 👎👎,1,,,,,,
pls fitur ch nya adain yg bisa hapus semua pesan gitu dong yg bener bener kayak baru awal buat,4,,,,,,
Good,5,,,,,,
tilda🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🙂🙂🙂🤗😏🤗🤗🤗🤗🤗🤗🤗😏🤗🤗🙂🙂🙂🙂🙂🙂🙂,5,,,,,,
Presiden direktur PT Lion Star,5,,,,,,
Gk bisa pesan suara,1,,,,,,
Bagus,5,,,,,,
Apa itu,2,,,,,,
marsudi,4,,,,,,
Sangat baik,5,,,,,,
Kesel suara notifikasi nya suka hilang sendiri,4,,,,,,
bagus,4,,,,,,
Sangat baik,5,,,,,,
"ga ke update"" udah lama pake wa harus nya bisa tapi ini ga bisa bisa udh di coba coba juga ttp aja ga bisa",2,,,,,,
Mantap Mantap,5,,,,,,
padahal udh update ko belum ada perubahan ya?,3,,,,,,
"Bagus, tapi kalo bisa tambahin fitur komen di saluran",4,,,,,,
Mantap 👍,5,,,,,,
"Wa lama"" ga jelas tiba"" ke band sendiri pdahal kga ngapa mgapain",1,,,,,,
"aplikasi WhatsApp kacau banget ya sekarang, kita ngechat orang saja sudah langsung ke blokir, ngk di apa-apain pun ke blokir. makin kesini makin kacau balau banget sistemnya terutama mudah ke banned tanpa sebab. tolong di perbaiki dong, jangan bikin kecewa padahal wa sebenarnya sudah bagian dari kehidupan sehari-hari termasuk pekerjaan dan banyak file yg penting jika ke banned tiba-tiba seperti ini jadi pusing juga",3,,,,,,
Kenapa nada dering WhatsApp tidak bisa diganti dan gk ada reaksi status padahal udah diperbaharui,1,,,,,,
Sangat membantu,4,,,,,,
Goood,5,,,,,,
sangat berguna sekali app ini,5,,,,,,
Anjing betul ini aplikasi Cuma sebentar buka WhatsApp langsung di keluarkan.. babi 🐷🐷🐷,1,,,,,,
Bermanfaat bagi semua orang di seluruh penjuru nengara karena bisa berkomunikasi,5,,,,,,
Bagus sekali,5,,,,,,
"Tolong pihak WhatsApp, akun saya terkena spam oleh seseorang , ada pihak yang tidak bertanggung jawab, tolong pulihkan akun saya , karena ini sangat penting, mohon tolong bantuannya terimakasih",1,,,,,,
"Awesome,, harus lebih canggih lagi",5,,,,,,
Aktifkan kembali washapp saya kirim kode washapp saya,5,,,,,,
bagus,5,,,,,,
Udh update berkali kali kok ttp ga dpt fitur like story si whatsapp 😡😤,1,,,,,,
